,clean_acc,Linf_acc,L2_acc,L1_acc,common_acc,sum,geom,model_size,backbone,dataset,loss_function,pre_training_dataset,pre_training_strategy,volume_pre_training_data,backbone_name,model_type,ft_strategy,clean_acc_borda_rank,Linf_acc_borda_rank,L2_acc_borda_rank,L1_acc_borda_rank,common_acc_borda_rank,total_borda_rank,volume_pre_training_data_scaled
0,0.9555555555555556,0.19365079365079366,0.5206349206349207,0.5190476190476191,0.7833333333333333,2.9722222222222223,0.03917078977596657,large,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,uc-merced-land-use-dataset,TRADES_v2,laion_aesthetic,self-supervised (multimodal),900000000,"convnext_b,clip,laiona",fully convolutional,FFT (50 epochs),27.0,292.0,140.0,116.0,127.0,702.0,0.3858818518677544
1,0.9523809523809523,0.8,0.888095238095238,0.7492063492063492,0.8476190476190476,4.237301587301587,0.42969706380914674,large,CLIP-convnext_base_w-laion2B-s13B-b82K,uc-merced-land-use-dataset,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"convnext_b,clip,laion2b",fully convolutional,FFT (50 epochs),33.0,30.0,7.0,44.0,43.0,157.0,0.9955855873765564
2,0.765079365079365,0.0,0.0,0.0,0.4857142857142857,1.2507936507936508,0.0,medium,deit_small_patch16_224.fb_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"deit_s,sup,in1k",fully attention,FFT (50 epochs),297.0,775.0,789.0,851.0,428.0,3140.0,0.0
3,0.18571428571428572,0.009523809523809525,0.0,0.0,0.13015873015873017,0.3253968253968254,0.0,medium,robust_resnet50,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised (robust),1281167,"resnet50,rob-sup,in1k",fully convolutional,FFT (50 epochs),758.0,625.0,789.0,851.0,789.0,3812.0,0.0
4,0.5238095238095238,0.22380952380952382,0.29523809523809524,0.2357142857142857,0.3523809523809524,1.6309523809523812,0.0028748995678608345,medium,vit_small_patch16_224.augreg_in21k,uc-merced-land-use-dataset,TRADES_v2,in22k,supervised,14197122,"vit_s,sup,in22k",fully attention,FFT (50 epochs),499.0,271.0,232.0,170.0,554.0,1726.0,0.005545708458565908
5,0.9523809523809523,0.0,0.009523809523809525,0.10238095238095238,0.8571428571428571,1.9214285714285713,0.0,large,convnext_base.fb_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"convnext_b,sup,in1k",fully convolutional,FFT (50 epochs),33.0,775.0,635.0,266.0,32.0,1741.0,0.0
6,0.6404761904761904,0.0,0.0,0.0,0.4714285714285714,1.111904761904762,0.0,medium,resnet50.a1_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"resnet50,sup,in1k",fully convolutional,FFT (50 epochs),400.0,775.0,789.0,851.0,442.0,3257.0,0.0
7,0.10714285714285714,0.0,0.0,0.0,0.07380952380952381,0.18095238095238095,0.0,large,robust_vit_base_patch16_224,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised (robust),1281167,"vit_b,rob-sup,in1k",fully attention,FFT (50 epochs),878.0,775.0,789.0,851.0,922.0,4215.0,0.0
8,0.873015873015873,0.2698412698412698,0.0,0.0,0.6452380952380953,1.788095238095238,0.0,large,vit_base_patch16_224.mae,uc-merced-land-use-dataset,TRADES_v2,in1k,self-supervised,1281167,"vit_b,mae,in1k",fully attention,FFT (50 epochs),161.0,247.0,789.0,851.0,263.0,2311.0,0.0
9,0.8285714285714286,0.2119047619047619,0.3682539682539683,0.12380952380952381,0.5428571428571428,2.0753968253968256,0.004345679717519229,medium,vit_small_patch16_224.dino,uc-merced-land-use-dataset,TRADES_v2,in1k,self-supervised,1281167,"vit_b,dino,in1k",fully attention,FFT (50 epochs),210.0,280.0,196.0,241.0,375.0,1302.0,0.0
10,0.9666666666666667,0.8,0.9,0.8238095238095238,0.8634920634920635,4.3539682539682545,0.49510167800453525,large,convnext_base.fb_in22k,uc-merced-land-use-dataset,TRADES_v2,in22k,supervised,14197122,"convnext_b,sup,in22k",fully convolutional,FFT (50 epochs),10.0,30.0,1.0,13.0,25.0,79.0,0.005545708458565908
11,0.9714285714285714,0.8253968253968254,0.8809523809523809,0.6642857142857143,0.861904761904762,4.203968253968254,0.4044271412484657,large,robust_convnext_base,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised (robust),1281167,"convnext_b,rob-sup,in1k",fully convolutional,FFT (50 epochs),5.0,18.0,12.0,77.0,26.0,138.0,0.0
12,0.9428571428571428,0.6349206349206349,0.7952380952380952,0.680952380952381,0.7904761904761904,3.844444444444444,0.25625246388372863,large,vit_base_patch16_224.augreg_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"vit_b,sup,in1k",fully attention,FFT (50 epochs),61.0,95.0,63.0,75.0,113.0,407.0,0.0
13,0.6666666666666666,0.22857142857142856,0.23809523809523808,0.02857142857142857,0.44761904761904764,1.6095238095238094,0.00046400419578262135,large,vit_base_patch16_224.augreg_in21k,uc-merced-land-use-dataset,TRADES_v2,in22k,supervised,14197122,"vit_b,sup,in22k",fully attention,FFT (50 epochs),380.0,266.0,266.0,450.0,462.0,1824.0,0.005545708458565908
14,0.0880952380952381,0.05,0.030952380952380953,0.023809523809523808,0.08253968253968254,0.2753968253968254,2.6793534244133534e-07,large,vit_base_patch16_clip_224.laion2b,uc-merced-land-use-dataset,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"vit_b,clip,laion2b",fully attention,FFT (50 epochs),924.0,444.0,489.0,491.0,905.0,3253.0,0.9955855873765564
15,0.8952380952380953,0.580952380952381,0.7619047619047619,0.7015873015873015,0.7174603174603175,3.6571428571428575,0.1994616391274903,medium,convnext_tiny.fb_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"convnext_t,sup,in1k",fully convolutional,FFT (50 epochs),126.0,114.0,75.0,65.0,203.0,583.0,0.0
16,0.9595238095238096,0.8595238095238096,0.8357142857142857,0.5047619047619047,0.8222222222222222,3.981746031746032,0.2860535054066978,medium,robust_convnext_tiny,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised (robust),1281167,"convnext_t,rob-sup,in1k",fully convolutional,FFT (50 epochs),16.0,5.0,43.0,119.0,69.0,252.0,0.0
17,0.18333333333333332,0.01904761904761905,0.023809523809523808,0.0,0.15,0.3761904761904762,0.0,medium,robust_deit_small_patch16_224,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised (robust),1281167,"deit_s,rob-sup,in1k",fully attention,FFT (50 epochs),761.0,550.0,537.0,851.0,751.0,3450.0,0.0
18,0.8833333333333333,0.5,0.669047619047619,0.5301587301587302,0.6761904761904762,3.2587301587301587,0.10593186540930305,medium,vit_small_patch16_224.augreg_in1k,uc-merced-land-use-dataset,TRADES_v2,in1k,supervised,1281167,"vit_s,sup,in1k",fully attention,FFT (50 epochs),146.0,140.0,106.0,110.0,233.0,735.0,0.0
19,0.9523809523809523,0.22857142857142856,0.4380952380952381,0.580952380952381,0.7928571428571428,2.992857142857143,0.04392751697374771,medium,convnext_tiny.fb_in22k,uc-merced-land-use-dataset,TRADES_v2,in22k,supervised,14197122,"convnext_t,sup,in22k",fully convolutional,FFT (50 epochs),33.0,266.0,166.0,99.0,109.0,673.0,0.005545708458565908
20,0.9523809523809523,0.7333333333333333,0.8095238095238095,0.5857142857142857,0.7777777777777778,3.858730158730159,0.25756277819769885,large,vit_base_patch16_clip_224.laion2b_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,laion2b+in1k,hybrid,2321281167,"vit_b,clip,laion2b",fully attention,FFT (50 epochs),33.0,63.0,57.0,98.0,133.0,384.0,0.9961356805495921
21,0.04285714285714286,0.0,0.0,0.0,0.09285714285714286,0.13571428571428573,0.0,large,vit_base_patch16_224.augreg_in21k_ft_in1k,uc-merced-land-use-dataset,TRADES_v2,in22k+in1k,supervised,15478289,"vit_b,sup,ink22k-in1k",fully attention,FFT (50 epochs),1086.0,775.0,789.0,851.0,870.0,4371.0,0.006095801631601546
